,pmhc1,neg_control,fold_increase,is_binder,clone_id,outlier
871,9,0,20.0,0,354,0
872,9,13,20.0,0,355,0
873,8,3,20.0,0,355,0
874,11,2,20.0,0,356,0
875,0,0,20.0,0,356,0
876,5,6,20.0,0,356,0
877,11,3,20.0,0,357,0
878,7,5,20.0,0,357,0
879,21,5,20.0,0,358,0
880,4,3,20.0,0,359,0
881,4,4,20.0,0,359,0
882,2,10,20.0,0,359,0
883,4,2,20.0,0,360,0
884,14,1,20.0,0,360,0
885,13,9,20.0,0,360,0
886,4,0,20.0,0,360,0
887,4,8,20.0,0,361,0
888,2,2,20.0,0,361,0
889,18,1,20.0,0,362,0
890,2,5,20.0,0,362,0
891,18,0,20.0,0,362,0
892,9,8,20.0,0,362,0
893,8,1,20.0,0,363,0
894,2,2,20.0,0,363,0
895,4,1,20.0,0,364,0
896,4,4,20.0,0,364,0
897,3,0,20.0,0,365,0
898,3,7,20.0,0,365,0
899,4,2,20.0,0,365,0
900,5,4,20.0,0,365,0
901,5,8,20.0,0,365,0
902,9,3,20.0,0,365,0
903,1,5,20.0,0,365,0
904,1,0,20.0,0,365,0
905,12,1,20.0,0,365,0
906,7,0,20.0,0,366,0
907,5,5,20.0,0,366,0
908,5,0,20.0,0,367,0
909,6,7,20.0,0,367,0
910,0,2,20.0,0,368,0
911,13,0,20.0,0,368,0
912,7,0,20.0,0,369,0
913,9,6,20.0,0,370,0
914,3,1,20.0,0,371,0
915,8,7,20.0,0,371,0
916,5,0,20.0,0,371,0
917,12,2,20.0,0,372,0
918,1,1,20.0,0,372,0
919,4,5,20.0,0,372,0
920,0,8,20.0,0,372,0
921,7,4,20.0,0,372,0
922,10,3,20.0,0,373,0
923,4,3,20.0,0,374,0
924,8,5,20.0,0,374,0
925,2,2,20.0,0,374,0
926,4,2,20.0,0,375,0
927,1,3,20.0,0,375,0
928,3,7,20.0,0,376,0
929,2,2,20.0,0,376,0
930,10,0,20.0,0,377,0
931,3,1,20.0,0,378,0
932,3,2,20.0,0,379,0
933,6,2,20.0,0,379,0
934,8,3,20.0,0,379,0
935,0,4,20.0,0,379,0
936,5,3,20.0,0,380,0
937,3,3,20.0,0,380,0
938,9,4,20.0,0,381,0
939,18,1,20.0,0,381,0
940,9,2,20.0,0,382,0
941,2,6,20.0,0,382,0
942,3,8,20.0,0,382,0
943,3,4,20.0,0,383,0
944,10,0,20.0,0,384,0
945,15,0,20.0,0,384,0
946,0,9,20.0,0,384,0
947,1,1,20.0,0,384,0
948,1,2,20.0,0,385,0
949,11,2,20.0,0,385,0
950,8,3,20.0,0,385,0
951,10,2,20.0,0,385,0
952,2,0,20.0,0,386,0
953,3,8,20.0,0,386,0
954,7,0,20.0,0,386,0
955,1,27,20.0,0,386,0
956,3,0,20.0,0,386,0
957,0,4,20.0,0,386,0
958,1,2,20.0,0,386,0
959,1,3,20.0,0,386,0
960,2,1,20.0,0,386,0
961,10,6,20.0,0,386,0
962,9,4,20.0,0,387,0
963,8,0,20.0,0,388,0
964,5,1,20.0,0,389,0
965,7,5,20.0,0,389,0
966,4,1,20.0,0,390,0
967,6,8,20.0,0,391,0
968,14,2,20.0,0,391,0
969,6,7,20.0,0,391,0
970,0,6,20.0,0,392,0
971,6,3,20.0,0,393,0
972,3,2,20.0,0,393,0
973,7,0,20.0,0,394,0
974,14,1,20.0,0,394,0
975,458,0,20.0,1,395,0
976,73,8,20.0,1,395,0
977,5,4,20.0,0,396,0
978,0,4,20.0,0,396,0
979,3,0,20.0,0,396,0
980,3,0,20.0,0,397,0
981,1,2,20.0,0,397,0
982,2,0,20.0,0,398,0
983,7,2,20.0,0,398,0
984,2,2,20.0,0,399,0
985,7,0,20.0,0,399,0
986,12,9,20.0,0,399,0
987,0,6,20.0,0,399,0
988,11,5,20.0,0,399,0
989,6,1,20.0,0,399,0
990,6,4,20.0,0,399,0
991,12,3,20.0,0,400,0
992,4,7,20.0,0,400,0
993,1,2,20.0,0,401,0
994,2,3,20.0,0,401,0
995,1,6,20.0,0,402,0
996,16,0,20.0,0,403,0
997,4,4,20.0,0,403,0
998,2,0,20.0,0,403,0
999,1,3,20.0,0,404,0
1000,16,1,20.0,0,405,0
1001,12,1,20.0,0,406,0
1002,8,12,20.0,0,407,0
1003,5,25,20.0,0,407,0
1004,4,0,20.0,0,407,0
1005,4,2,20.0,0,407,0
1006,3,2,20.0,0,408,0
1007,9,5,20.0,0,409,0
1008,9,12,20.0,0,409,0
1009,2,5,20.0,0,409,0
1010,6,7,20.0,0,410,0
1011,9,0,20.0,0,411,0
1012,9,0,20.0,0,411,0
1013,4,3,20.0,0,412,0
1014,5,1,20.0,0,413,0
1015,19,4,20.0,0,413,0
1016,11,1,20.0,0,413,0
1017,6,0,20.0,0,413,0
1018,3,1,20.0,0,414,0
1019,16,4,20.0,0,414,0
1020,0,9,20.0,0,414,0
1021,3,0,20.0,0,414,0
1022,7,7,20.0,0,415,0
1023,1,1,20.0,0,415,0
1024,4,5,20.0,0,415,0
1025,15,0,20.0,0,415,0
1026,12,2,20.0,0,416,0
1027,0,4,20.0,0,416,0
1028,1,4,20.0,0,416,0
1029,10,1,20.0,0,417,0
1030,6,2,20.0,0,418,0
1031,12,2,20.0,0,418,0
1032,17,0,20.0,0,418,0
1033,0,1,20.0,0,418,0
1034,11,0,20.0,0,418,0
1035,0,3,20.0,0,419,0
1036,0,3,20.0,0,419,0
1037,8,6,20.0,0,419,0
1038,5,0,20.0,0,419,0
1039,4,5,20.0,0,419,0
1040,9,2,20.0,0,419,0
1041,5,9,20.0,0,419,0
1042,3,11,20.0,0,419,0
1043,6,9,20.0,0,419,0
1044,7,2,20.0,0,419,0
1045,4,5,20.0,0,419,0
1046,2,7,20.0,0,419,0
1047,1,0,20.0,0,420,0
1048,1,3,20.0,0,421,0
1049,3,1,20.0,0,421,0
1050,12,0,20.0,0,421,0
1051,8,1,20.0,0,421,0
1052,2,3,20.0,0,421,0
1053,6,5,20.0,0,421,0
1054,22,6,20.0,0,422,0
1055,2,3,20.0,0,422,0
1056,25,1,20.0,0,422,0
1057,10,5,20.0,0,422,0
1058,16,2,20.0,0,423,0
1059,12,3,20.0,0,424,0
1060,5,0,20.0,0,424,0
1061,16,3,20.0,0,424,0
1062,4,3,20.0,0,425,0
1063,3,9,20.0,0,426,0
1064,17,0,20.0,0,426,0
1065,10,5,20.0,0,426,0
1066,13,2,20.0,0,427,0
1067,6,0,20.0,0,428,0
1068,3,5,20.0,0,429,0
1069,1,0,20.0,0,430,0
1070,1,3,20.0,0,431,0
1071,10,5,20.0,0,432,0
1072,21,0,20.0,0,432,0
1073,1,4,20.0,0,432,0
1074,9,3,20.0,0,433,0
1075,12,6,20.0,0,433,0
1076,4,1,20.0,0,434,0
1077,16,2,20.0,0,434,0
1078,9,1,20.0,0,435,0
1079,5,10,20.0,0,436,0
1080,10,5,20.0,0,436,0
1081,3,0,20.0,0,436,0
1082,1,3,20.0,0,437,0
1083,1,1,20.0,0,437,0
1084,18,3,20.0,0,437,0
1085,5,0,20.0,0,437,0
1086,3,5,20.0,0,438,0
1087,4,0,20.0,0,438,0
1088,3,4,20.0,0,438,0
1089,11,15,20.0,0,438,0
1090,8,0,20.0,0,439,0
1091,4,0,20.0,0,439,0
1092,5,1,20.0,0,439,0
1093,5,4,20.0,0,439,0
1094,6,9,20.0,0,440,0
1095,4,2,20.0,0,441,0
1096,8,0,20.0,0,441,0
1097,2,5,20.0,0,441,0
1098,3,1,20.0,0,441,0
1099,2,4,20.0,0,442,0
1100,2,0,20.0,0,443,0
1101,4,0,20.0,0,443,0
1102,1,7,20.0,0,443,0
1103,1,10,20.0,0,443,0
1104,7,4,20.0,0,443,0
1105,1,3,20.0,0,443,0
1106,5,3,20.0,0,443,0
1107,5,4,20.0,0,443,0
1108,3,1,20.0,0,444,0
1109,14,8,20.0,0,444,0
1110,6,1,20.0,0,444,0
1111,59,2,20.0,1,445,0
1112,252,4,20.0,1,445,0
1113,7,2,20.0,0,446,0
1114,5,9,20.0,0,447,0
1115,3,7,20.0,0,447,0
1116,8,7,20.0,0,448,0
1117,10,0,20.0,0,449,0
1118,8,1,20.0,0,449,0
1119,0,4,20.0,0,449,0
1120,3,4,20.0,0,449,0
1121,2,7,20.0,0,450,0
1122,5,0,20.0,0,451,0
1123,5,0,20.0,0,451,0
1124,1,4,20.0,0,452,0
1125,8,9,20.0,0,453,0
1126,12,6,20.0,0,453,0
1127,6,5,20.0,0,453,0
1128,14,27,20.0,0,453,0
1129,13,2,20.0,0,454,0
1130,25,3,20.0,0,455,0
1131,7,1,20.0,0,455,0
1132,9,15,20.0,0,455,0
1133,7,9,20.0,0,456,0
1134,3,11,20.0,0,457,0
1135,4,0,20.0,0,458,0
1136,8,2,20.0,0,458,0
1137,7,21,20.0,0,459,0
1138,6,0,20.0,0,459,0
1139,16,1,20.0,0,459,0
1140,10,0,20.0,0,459,0
1141,8,1,20.0,0,459,0
1142,10,3,20.0,0,459,0
1143,1,0,20.0,0,460,0
1144,15,1,20.0,0,460,0
1145,5,1,20.0,0,460,0
1146,8,3,20.0,0,460,0
1147,2,7,20.0,0,460,0
1148,12,0,20.0,0,461,0
1149,14,10,20.0,0,462,0
1150,1,4,20.0,0,462,0
1151,8,7,20.0,0,462,0
1152,5,2,20.0,0,463,0
1153,1,0,20.0,0,463,0
1154,20,0,20.0,0,464,0
1155,7,3,20.0,0,465,0
1156,16,0,20.0,0,465,0
1157,0,1,20.0,0,465,0
1158,2,2,20.0,0,465,0
1159,8,9,20.0,0,465,0
1160,4,5,20.0,0,465,0
1161,15,1,20.0,0,466,0
1162,1,4,20.0,0,467,0
1163,13,15,20.0,0,467,0
1164,1,4,20.0,0,467,0
1165,9,0,20.0,0,467,0
1166,5,0,20.0,0,467,0
1167,4,0,20.0,0,468,0
1168,7,1,20.0,0,468,0
1169,20,8,20.0,0,468,0
1170,9,0,20.0,0,468,0
1171,0,0,20.0,0,468,0
1172,3,0,20.0,0,469,0
1173,15,6,20.0,0,469,0
1174,2,5,20.0,0,469,0
1175,0,2,20.0,0,470,0
1176,5,0,20.0,0,471,0
1177,5,0,20.0,0,472,0
1178,2,0,20.0,0,472,0
1179,1,4,20.0,0,473,0
1180,3,0,20.0,0,473,0
1181,3,2,20.0,0,473,0
1182,0,4,20.0,0,473,0
1183,4,0,20.0,0,473,0
1184,5,0,20.0,0,473,0
1185,5,19,20.0,0,473,0
1186,8,0,20.0,0,474,0
1187,2,0,20.0,0,474,0
1188,13,8,20.0,0,474,0
1189,3,3,20.0,0,474,0
1190,2,4,20.0,0,474,0
1191,7,0,20.0,0,474,0
1192,5,1,20.0,0,475,0
1193,0,8,20.0,0,475,0
1194,0,2,20.0,0,475,0
1195,0,6,20.0,0,475,0
1196,11,0,20.0,0,475,0
1197,0,10,20.0,0,476,0
1198,4,0,20.0,0,476,0
1199,2,0,20.0,0,477,0
1200,3,1,20.0,0,477,0
1201,3,1,20.0,0,478,0
1202,3,8,20.0,0,478,0
1203,12,3,20.0,0,479,0
1204,6,9,20.0,0,480,0
1205,7,0,20.0,0,481,0
1206,7,2,20.0,0,482,0
1207,8,3,20.0,0,482,0
1208,10,5,20.0,0,483,0
1209,1,3,20.0,0,484,0
1210,2,2,20.0,0,485,0
1211,1,3,20.0,0,485,0
1212,4,6,20.0,0,485,0
1213,7,2,20.0,0,485,0
1214,11,2,20.0,0,486,0
1215,0,21,20.0,0,486,0
1216,0,0,20.0,0,486,0
1217,0,4,20.0,0,487,0
1218,17,5,20.0,0,487,0
1219,13,7,20.0,0,487,0
1220,14,0,20.0,0,488,0
1221,4,9,20.0,0,488,0
1222,1,4,20.0,0,488,0
1223,5,0,20.0,0,488,0
1224,9,0,20.0,0,488,0
1225,10,1,20.0,0,489,0
1226,4,2,20.0,0,490,0
1227,0,3,20.0,0,490,0
1228,3,0,20.0,0,490,0
1229,0,16,20.0,0,491,0
1230,2,2,20.0,0,491,0
1231,0,6,20.0,0,491,0
1232,1,3,20.0,0,492,0
1233,2,1,20.0,0,493,0
1234,11,0,20.0,0,494,0
1235,12,1,20.0,0,495,0
1236,15,3,20.0,0,495,0
1237,2,8,20.0,0,496,0
1238,18,4,20.0,0,496,0
1239,1,10,20.0,0,496,0
1240,24,1,20.0,0,496,0
1241,1,5,20.0,0,496,0
1242,6,4,20.0,0,497,0
1243,4,0,20.0,0,497,0
1244,12,0,20.0,0,497,0
1245,5,7,20.0,0,497,0
1246,9,0,20.0,0,498,0
1247,1,2,20.0,0,498,0
1248,11,3,20.0,0,499,0
1249,10,1,20.0,0,499,0
1250,3,1,20.0,0,500,0
1251,3,2,20.0,0,500,0
1252,7,9,20.0,0,500,0
1253,225,4,20.0,1,501,0
1254,52,0,20.0,1,501,0
1255,158,27,20.0,1,501,0
1256,3,3,20.0,0,502,0
1257,6,1,20.0,0,502,0
1258,2,9,20.0,0,502,0
1259,7,0,20.0,0,503,0
1260,1,1,20.0,0,503,0
1261,6,1,20.0,0,504,0
1262,33,4,20.0,0,504,0
1263,2,10,20.0,0,504,0
1264,5,4,20.0,0,504,0
1265,2,4,20.0,0,505,0
1266,2,8,20.0,0,505,0
1267,2,3,20.0,0,506,0
1268,6,0,20.0,0,506,0
1269,2,0,20.0,0,506,0
1270,1,0,20.0,0,507,0
1271,3,10,20.0,0,507,0
1272,10,2,20.0,0,507,0
1273,5,0,20.0,0,508,0
1274,4,1,20.0,0,509,0
1275,15,6,20.0,0,509,0
1276,1,1,20.0,0,510,0
1277,11,2,20.0,0,510,0
1278,21,0,20.0,0,510,0
1279,4,0,20.0,0,510,0
1280,7,2,20.0,0,510,0
1281,7,0,20.0,0,511,0
1282,12,5,20.0,0,511,0
1283,2,0,20.0,0,511,0
1284,2,5,20.0,0,511,0
1285,2,7,20.0,0,512,0
1286,8,9,20.0,0,512,0
1287,7,0,20.0,0,513,0
1288,13,2,20.0,0,513,0
1289,1,8,20.0,0,514,0
1290,0,3,20.0,0,514,0
1291,3,7,20.0,0,514,0
1292,5,1,20.0,0,514,0
1293,15,0,20.0,0,515,0
1294,14,8,20.0,0,515,0
1295,15,0,20.0,0,515,0
1296,7,6,20.0,0,516,0
1297,5,8,20.0,0,516,0
1298,8,1,20.0,0,516,0
1299,1,1,20.0,0,516,0
1300,10,1,20.0,0,516,0
1301,19,5,20.0,0,516,0
1302,11,2,20.0,0,516,0
1303,43,1,20.0,1,517,0
1304,269,1,20.0,1,517,0
1305,0,9,20.0,0,518,0
1306,14,9,20.0,0,519,0
1307,17,6,20.0,0,520,0
1308,2,0,20.0,0,520,0
1309,7,15,20.0,0,521,0
1310,4,5,20.0,0,522,0
1311,10,1,20.0,0,522,0
1312,1,0,20.0,0,523,0
1313,3,15,20.0,0,523,0
1314,17,3,20.0,0,523,0
1315,3,0,20.0,0,524,0
1316,0,5,20.0,0,525,0
1317,10,1,20.0,0,526,0
1318,3,8,20.0,0,526,0
1319,8,0,20.0,0,526,0
1320,2,0,20.0,0,526,0
1321,1,2,20.0,0,527,0
1322,4,0,20.0,0,527,0
1323,4,0,20.0,0,528,0
1324,15,7,20.0,0,528,0
1325,8,5,20.0,0,528,0
1326,10,0,20.0,0,528,0
1327,4,0,20.0,0,528,0
1328,4,3,20.0,0,529,0
1329,3,7,20.0,0,529,0
1330,1,2,20.0,0,529,0
1331,14,1,20.0,0,530,0
1332,7,5,20.0,0,530,0
1333,4,8,20.0,0,531,0
1334,6,0,20.0,0,531,0
1335,1,0,20.0,0,531,0
1336,0,0,20.0,0,532,0
1337,10,14,20.0,0,532,0
1338,144,2,20.0,1,533,0
1339,22,0,20.0,1,533,0
1340,85,0,20.0,1,533,0
1341,114,4,20.0,1,533,0
1342,93,0,20.0,1,533,0
1343,248,0,20.0,1,534,0
1344,2,1,20.0,0,535,0
1345,4,0,20.0,0,536,0
1346,7,8,20.0,0,536,0
1347,2,2,20.0,0,536,0
1348,9,1,20.0,0,537,0
1349,5,14,20.0,0,538,0
1350,14,2,20.0,0,538,0
1351,6,3,20.0,0,539,0
1352,11,2,20.0,0,539,0
1353,5,13,20.0,0,540,0
1354,10,0,20.0,0,541,0
1355,4,0,20.0,0,541,0
1356,8,2,20.0,0,542,0
1357,2,1,20.0,0,543,0
1358,1,9,20.0,0,544,0
1359,5,0,20.0,0,545,0
1360,7,0,20.0,0,545,0
1361,6,1,20.0,0,545,0
1362,1,2,20.0,0,545,0
1363,7,7,20.0,0,545,0
1364,2,6,20.0,0,545,0
1365,6,0,20.0,0,545,0
1366,17,13,20.0,0,546,0
1367,9,0,20.0,0,547,0
1368,4,1,20.0,0,547,0
1369,1,5,20.0,0,547,0
1370,2,2,20.0,0,548,0
1371,0,6,20.0,0,548,0
1372,6,17,20.0,0,549,0
1373,2,3,20.0,0,549,0
1374,2,2,20.0,0,549,0
1375,11,3,20.0,0,550,0
1376,1,1,20.0,0,551,0
1377,10,5,20.0,0,552,0
1378,7,5,20.0,0,552,0
1379,0,2,20.0,0,552,0
1380,2,4,20.0,0,552,0
1381,0,4,20.0,0,553,0
1382,8,3,20.0,0,553,0
1383,14,3,20.0,0,553,0
1384,17,0,20.0,0,553,0
1385,6,0,20.0,0,553,0
1386,12,0,20.0,0,554,0
1387,2,16,20.0,0,555,0
1388,15,1,20.0,0,555,0
1389,3,3,20.0,0,556,0
1390,4,5,20.0,0,557,0
1391,6,1,20.0,0,557,0
1392,8,2,20.0,0,557,0
1393,8,7,20.0,0,557,0
1394,11,3,20.0,0,557,0
1395,14,0,20.0,0,557,0
1396,29,2,20.0,0,558,0
1397,2,1,20.0,0,558,0
1398,10,9,20.0,0,559,0
1399,1,0,20.0,0,560,0
1400,11,0,20.0,0,561,0
1401,3,0,20.0,0,562,0
1402,1,2,20.0,0,562,0
1403,4,0,20.0,0,563,0
1404,4,11,20.0,0,563,0
1405,0,8,20.0,0,563,0
1406,18,3,20.0,0,563,0
1407,13,0,20.0,0,564,0
1408,3,3,20.0,0,564,0
1409,2,1,20.0,0,565,0
1410,4,1,20.0,0,566,0
1411,2,3,20.0,0,567,0
1412,5,4,20.0,0,568,0
1413,2,3,20.0,0,568,0
1414,5,0,20.0,0,568,0
1415,2,3,20.0,0,569,0
1416,3,0,20.0,0,569,0
1417,2,5,20.0,0,570,0
1418,0,12,20.0,0,571,0
1419,10,3,20.0,0,571,0
1420,2,0,20.0,0,571,0
1421,6,0,20.0,0,572,0
1422,9,0,20.0,0,573,0
1423,1,1,20.0,0,574,0
1424,3,2,20.0,0,574,0
1425,6,8,20.0,0,574,0
1426,1,0,20.0,0,574,0
1427,8,3,20.0,0,574,0
1428,9,0,20.0,0,575,0
1429,7,23,20.0,0,575,0
1430,2,8,20.0,0,575,0
1431,2,14,20.0,0,576,0
1432,10,11,20.0,0,576,0
1433,7,1,20.0,0,577,0
1434,5,3,20.0,0,578,0
1435,8,12,20.0,0,579,0
1436,9,1,20.0,0,580,0
1437,3,3,20.0,0,581,0
1438,5,0,20.0,0,582,0
1439,12,1,20.0,0,582,0
1440,3,4,20.0,0,583,0
1441,2,1,20.0,0,583,0
1442,0,3,20.0,0,583,0
1443,0,0,20.0,0,583,0
1444,1,8,20.0,0,584,0
1445,7,3,20.0,0,585,0
1446,9,0,20.0,0,585,0
1447,2,3,20.0,0,586,0
1448,11,12,20.0,0,586,0
1449,5,0,20.0,0,586,0
1450,3,7,20.0,0,587,0
1451,7,4,20.0,0,587,0
1452,6,0,20.0,0,588,0
1453,7,1,20.0,0,588,0
1454,4,6,20.0,0,589,0
1455,1,1,20.0,0,589,0
1456,5,0,20.0,0,590,0
1457,1,4,20.0,0,590,0
1458,3,19,20.0,0,590,0
1459,14,7,20.0,0,590,0
1460,2,0,20.0,0,590,0
1461,1,12,20.0,0,591,0
1462,7,2,20.0,0,592,0
1463,30,7,20.0,0,593,0
1464,15,1,20.0,0,594,0
1465,8,1,20.0,0,594,0
1466,13,4,20.0,0,595,0
1467,4,0,20.0,0,595,0
1468,22,0,20.0,0,595,0
1469,4,3,20.0,0,596,0
1470,0,9,20.0,0,597,0
1471,1,3,20.0,0,597,0
1472,2,1,20.0,0,597,0
1473,9,7,20.0,0,597,0
1474,5,0,20.0,0,598,0
1475,2,2,20.0,0,598,0
1476,6,8,20.0,0,599,0
1477,14,9,20.0,0,600,0
1478,2,0,20.0,0,600,0
1479,12,1,20.0,0,600,0
1480,6,6,20.0,0,601,0
1481,0,6,20.0,0,602,0
1482,8,0,20.0,0,602,0
1483,15,0,20.0,0,603,0
1484,4,4,20.0,0,604,0
1485,12,0,20.0,0,605,0
1486,1,5,20.0,0,605,0
1487,7,0,20.0,0,606,0
1488,9,5,20.0,0,606,0
1489,6,0,20.0,0,606,0
1490,9,0,20.0,0,607,0
1491,7,9,20.0,0,608,0
1492,3,3,20.0,0,608,0
1493,9,0,20.0,0,608,0
1494,4,7,20.0,0,608,0
1495,1,0,20.0,0,608,0
1496,1,5,20.0,0,608,0
1497,0,1,20.0,0,608,0
1498,2,0,20.0,0,608,0
1499,0,1,20.0,0,609,0
1500,7,0,20.0,0,609,0
1501,1,5,20.0,0,609,0
1502,3,0,20.0,0,610,0
1503,11,11,20.0,0,610,0
1504,3,1,20.0,0,611,0
1505,9,9,20.0,0,612,0
1506,39,0,20.0,0,612,0
1507,0,10,20.0,0,613,0
1508,0,2,20.0,0,613,0
1509,0,3,20.0,0,614,0
1510,13,2,20.0,0,614,0
1511,8,4,20.0,0,614,0
1512,3,7,20.0,0,615,0
1513,5,0,20.0,0,615,0
1514,8,3,20.0,0,615,0
1515,13,3,20.0,0,615,0
1516,5,10,20.0,0,615,0
1517,12,1,20.0,0,615,0
1518,2,7,20.0,0,616,0
1519,1,0,20.0,0,616,0
1520,5,0,20.0,0,616,0
1521,2,1,20.0,0,617,0
1522,6,5,20.0,0,618,0
1523,9,0,20.0,0,619,0
1524,17,4,20.0,0,619,0
1525,9,0,20.0,0,620,0
1526,6,4,20.0,0,621,0
1527,5,21,20.0,0,621,0
1528,7,8,20.0,0,621,0
1529,2,5,20.0,0,621,0
1530,13,1,20.0,0,622,0
1531,3,8,20.0,0,622,0
1532,3,3,20.0,0,622,0
1533,3,3,20.0,0,622,0
1534,1,2,20.0,0,622,0
1535,13,0,20.0,0,622,0
1536,9,0,20.0,0,622,0
1537,4,8,20.0,0,623,0
1538,10,0,20.0,0,623,0
1539,1,1,20.0,0,623,0
1540,2,10,20.0,0,624,0
1541,3,1,20.0,0,624,0
1542,9,3,20.0,0,624,0
1543,4,1,20.0,0,625,0
1544,7,0,20.0,0,626,0
1545,2,0,20.0,0,627,0
1546,0,1,20.0,0,627,0
1547,1,8,20.0,0,627,0
1548,3,1,20.0,0,628,0
1549,5,13,20.0,0,628,0
1550,4,6,20.0,0,628,0
1551,0,18,20.0,0,628,0
1552,16,2,20.0,0,628,0
1553,0,3,20.0,0,628,0
1554,8,0,20.0,0,628,0
1555,15,0,20.0,0,628,0
1556,2,0,20.0,0,628,0
1557,10,3,20.0,0,628,0
1558,2,0,20.0,0,628,0
1559,3,7,20.0,0,628,0
1560,12,6,20.0,0,629,0
1561,9,5,20.0,0,630,0
1562,10,2,20.0,0,631,0
1563,13,2,20.0,0,631,0
1564,2,0,20.0,0,632,0
1565,1,7,20.0,0,632,0
1566,3,1,20.0,0,632,0
1567,12,1,20.0,0,632,0
1568,1,5,20.0,0,633,0
1569,0,3,20.0,0,634,0
1570,7,3,20.0,0,634,0
1571,28,0,20.0,0,634,0
1572,1,0,20.0,0,635,0
1573,8,4,20.0,0,636,0
1574,17,1,20.0,0,637,0
1575,3,0,20.0,0,638,0
1576,6,3,20.0,0,638,0
1577,3,3,20.0,0,638,0
1578,5,12,20.0,0,638,0
1579,6,3,20.0,0,638,0
1580,6,4,20.0,0,638,0
1581,2,1,20.0,0,638,0
1582,9,1,20.0,0,638,0
1583,1,9,20.0,0,639,0
1584,2,5,20.0,0,639,0
1585,7,0,20.0,0,640,0
1586,12,1,20.0,0,640,0
1587,4,2,20.0,0,640,0
1588,3,0,20.0,0,640,0
1589,17,8,20.0,0,641,0
1590,8,0,20.0,0,642,0
1591,5,0,20.0,0,642,0
1592,5,1,20.0,0,643,0
1593,6,3,20.0,0,643,0
1594,2,1,20.0,0,644,0
1595,1,4,20.0,0,644,0
1596,6,0,20.0,0,644,0
1597,1,5,20.0,0,644,0
1598,3,9,20.0,0,645,0
1599,13,5,20.0,0,646,0
1600,22,1,20.0,0,647,0
1601,0,4,20.0,0,647,0
1602,0,8,20.0,0,647,0
1603,4,5,20.0,0,648,0
1604,5,0,20.0,0,649,0
1605,4,1,20.0,0,649,0
1606,7,3,20.0,0,649,0
1607,2,3,20.0,0,649,0
1608,3,1,20.0,0,649,0
1609,2,7,20.0,0,649,0
1610,4,5,20.0,0,649,0
1611,5,4,20.0,0,649,0
1612,2,0,20.0,0,650,0
1613,3,3,20.0,0,650,0
1614,2,1,20.0,0,650,0
1615,10,1,20.0,0,650,0
1616,2,2,20.0,0,650,0
1617,2,0,20.0,0,651,0
1618,5,4,20.0,0,652,0
1619,4,2,20.0,0,653,0
1620,3,0,20.0,0,653,0
1621,13,6,20.0,0,654,0
1622,16,6,20.0,0,654,0
1623,26,3,20.0,0,654,0
1624,7,3,20.0,0,655,0
1625,0,2,20.0,0,655,0
1626,27,3,20.0,0,656,0
1627,4,1,20.0,0,657,0
1628,0,3,20.0,0,657,0
1629,6,0,20.0,0,658,0
1630,4,2,20.0,0,658,0
1631,10,3,20.0,0,658,0
1632,8,5,20.0,0,658,0
1633,21,4,20.0,0,658,0
1634,1,1,20.0,0,659,0
1635,7,2,20.0,0,659,0
1636,5,4,20.0,0,659,0
1637,3,8,20.0,0,659,0
1638,0,3,20.0,0,659,0
1639,6,9,20.0,0,659,0
1640,3,6,20.0,0,660,0
1641,9,0,20.0,0,660,0
1642,13,2,20.0,0,660,0
1643,6,2,20.0,0,661,0
1644,2,0,20.0,0,661,0
1645,10,0,20.0,0,662,0
1646,1,1,20.0,0,662,0
1647,0,0,20.0,0,662,0
1648,4,2,20.0,0,663,0
1649,16,12,20.0,0,663,0
1650,2,2,20.0,0,664,0
1651,6,1,20.0,0,664,0
1652,10,21,20.0,0,664,0
1653,12,2,20.0,0,664,0
1654,4,12,20.0,0,664,0
1655,0,4,20.0,0,665,0
1656,1,9,20.0,0,665,0
1657,5,7,20.0,0,666,0
1658,7,2,20.0,0,666,0
1659,1,1,20.0,0,666,0
1660,7,0,20.0,0,666,0
1661,10,2,20.0,0,667,0
1662,6,3,20.0,0,668,0
1663,11,7,20.0,0,669,0
1664,11,8,20.0,0,669,0
1665,8,2,20.0,0,669,0
1666,13,13,20.0,0,670,0
1667,2,5,20.0,0,670,0
1668,1,0,20.0,0,670,0
1669,10,3,20.0,0,670,0
1670,9,1,20.0,0,670,0
1671,2,0,20.0,0,671,0
1672,8,4,20.0,0,672,0
1673,9,2,20.0,0,672,0
1674,7,11,20.0,0,672,0
1675,2,0,20.0,0,673,0
1676,0,0,20.0,0,674,0
1677,7,0,20.0,0,675,0
1678,2,2,20.0,0,676,0
1679,5,2,20.0,0,677,0
1680,6,1,20.0,0,677,0
1681,8,2,20.0,0,678,0
1682,31,0,20.0,0,678,0
1683,4,4,20.0,0,678,0
1684,7,0,20.0,0,679,0
1685,4,10,20.0,0,680,0
1686,10,2,20.0,0,680,0
1687,9,0,20.0,0,680,0
1688,4,2,20.0,0,680,0
1689,1,11,20.0,0,681,0
1690,14,0,20.0,0,682,0
1691,9,13,20.0,0,683,0
1692,3,0,20.0,0,684,0
1693,6,0,20.0,0,685,0
1694,4,4,20.0,0,686,0
1695,11,3,20.0,0,687,0
1696,14,1,20.0,0,687,0
1697,17,1,20.0,0,687,0
1698,4,1,20.0,0,688,0
1699,0,19,20.0,0,688,0
